isin,wkn,name,fundProvider,quote,quote52Low,quote52High,ytdReturnCUR,fees,yearVolatilityCUR,fundCurrency,threeMonthReturnCUR,monthReturnCUR,sixMonthReturnCUR,inceptionDate,ticker,yearReturnCUR,domicileCountry,weekReturnCUR,yearReturn1CUR,quoteDate,currencyRisk,UCITSCompliance,securitiesLending
IE00BG13YK79,A2JDDE,iShares Edge MSCI Europe Minimum Volatility UCITS ETF EUR (Dist),iShares,5.66,5.01,6.22,0.0445,0.0025,0.1294,EUR,0.0445,-0.0157,0.0721,2/23/2018,IS0H,-0.0285,Ireland,0.0108,-0.1324,3/21/2023,Currency unhedged,Yes,Yes
IE00BKVL7D31,A2PYV3,iShares Edge MSCI Europe Minimum Volatility ESG UCITS ETF (Acc),iShares,6.43,5.72,6.86,0.0459,0.0025,0.1441,EUR,0.0493,-0.0333,0.058,4/17/2020,MVEE,-0.0392,Ireland,0.0047,-0.1504,3/21/2023,Currency unhedged,Yes,No
LU1681041460,A2H59H,Amundi MSCI Europe Momentum Factor UCITS ETF EUR (C),Amundi ETF,82.52,73.81,87.85,0.0179,0.0023,0.151,EUR,0.0169,-0.0429,0.0663,3/22/2018,MJMT,-0.0546,Luxembourg,-0.0049,-0.1537,3/21/2023,Currency unhedged,Yes,No
IE00BQN1K786,A12DPN,iShares Edge MSCI Europe Momentum Factor UCITS ETF,iShares,8.7,7.77,9.24,0.0202,0.0025,0.1527,EUR,0.019,-0.0403,0.0685,1/16/2015,CEMR,-0.0519,Ireland,-0.0023,-0.1582,3/21/2023,Currency unhedged,Yes,Yes
IE00BG13YJ64,A2JDDD,iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Dist),iShares,6.27,5.66,6.86,0.0215,0.0025,0.1527,EUR,0.0198,-0.0403,0.0699,2/23/2018,IS0U,-0.0514,Ireland,-0.0016,-0.1521,3/21/2023,Currency unhedged,Yes,Yes
LU1681041890,A2H59G,Amundi MSCI Europe Quality Factor UCITS ETF EUR (C),Amundi ETF,94.78,83.04,98.78,0.0496,0.0023,0.1678,EUR,0.0464,-0.028,0.1061,3/22/2018,AMEQ,-0.022,Luxembourg,0.015,-0.1436,3/21/2023,Currency unhedged,Yes,No
IE00BQN1K562,A12DPM,iShares Edge MSCI Europe Quality Factor UCITS ETF,iShares,8.83,7.75,9.23,0.0379,0.0025,0.1673,EUR,0.0366,-0.0363,0.099,1/16/2015,CEMQ,-0.0179,Ireland,0.008,-0.1253,3/21/2023,Currency unhedged,Yes,Yes
IE00BG13YG34,A2JDDB,iShares Edge MSCI Europe Quality Factor UCITS ETF EUR (Dist),iShares,6.52,5.76,7,0.0385,0.0025,0.1654,EUR,0.0369,-0.0358,0.0978,2/23/2018,IS0W,-0.0172,Ireland,0.0078,-0.12,3/21/2023,Currency unhedged,Yes,Yes
IE00BG0NY640,A0PGVT,Invesco MSCI Europe ESG Leaders Catholic Principles UCITS ETF A,Invesco,48.74,40.43,50.97,0.0636,0.003,0.1849,EUR,0.0641,-0.0458,0.123,1/23/2019,ICFP,-0.0181,Ireland,0.0002,-0.1632,3/21/2023,Currency unhedged,Yes,No
LU0322253732,DBX1AT,Xtrackers MSCI Europe ESG Screened UCITS ETF 1C,Xtrackers,134.7,115.65,140.1,0.0455,0.0012,0.2053,USD,0.044,-0.0487,0.1003,1/17/2008,DX2I,-0.008,Luxembourg,-0.0029,-0.1156,3/21/2023,Currency unhedged,Yes,Yes
IE000N9MLVT1,DBX0TF,Xtrackers MSCI Europe Climate Transition UCITS ETF 1C,Xtrackers,31.02,30.28,32.14,,0.0012,,EUR,,-0.0446,,1/31/2023,XECT,,Ireland,0.0016,,3/21/2023,Currency unhedged,Yes,No
IE00BKWQ0M75,A1191W,SPDR MSCI Europe Small Cap UCITS ETF,SPDR ETF,263.01,226.37,304.16,0.0215,0.003,0.1986,EUR,0.0258,-0.0723,0.043,12/5/2014,SPYS,-0.1136,Ireland,-0.0469,-0.2211,3/17/2023,Currency unhedged,Yes,Yes
LU0322253906,DBX1AU,Xtrackers MSCI Europe Small Cap UCITS ETF 1C,Xtrackers,50.99,43.14,57.89,0.0321,0.003,0.2251,USD,0.0392,-0.0647,0.075,1/17/2008,DX2J,-0.1184,Luxembourg,-0.0106,-0.2268,3/21/2023,Currency unhedged,Yes,Yes
LU2572257470,ETF045,Amundi MSCI Europe Small Cap ESG Climate Net Zero Ambition CTB UCITS ETF Dist,Amundi ETF,45.59,44.62,46.8,,0.0035,,EUR,,,,3/10/2023,X026,,Luxembourg,-0.0116,,3/21/2023,Currency unhedged,Yes,Yes
LU1291101555,A2AL1T,BNP Paribas Easy MSCI Europe Small Caps SRI S-Series PAB 5% Capped UCITS ETF,BNP Paribas Easy,249.23,215.49,290.59,0.0076,0.0025,0.2001,EUR,0.0258,-0.0724,0.0369,2/19/2016,EESM,-0.1436,Luxembourg,-0.0105,-0.2282,3/21/2023,Currency unhedged,Yes,No
IE00BSPLC298,A12HU7,SPDR MSCI Europe Small Cap Value Weighted UCITS ETF,SPDR ETF,42.87,34.96,46.33,0.045,0.003,0.1976,EUR,0.0572,-0.0679,0.1027,2/18/2015,ZPRX,-0.0569,Ireland,-0.0142,-0.1427,3/21/2023,Currency unhedged,Yes,No
LU1861137484,A2JSDC,Amundi Index MSCI Europe SRI PAB UCITS ETF DR (C),Amundi ETF,70.03,59.31,72.13,0.061,0.0018,0.1678,EUR,0.0617,-0.0325,0.111,9/25/2018,MIVB,-0.0276,Luxembourg,0.0059,-0.1562,3/21/2023,Currency unhedged,Yes,No
LU2059756598,A2PTYY,Amundi Index MSCI Europe SRI PAB UCITS ETF DR (D),Amundi ETF,58.84,50.66,61.61,0.0587,0.0018,0.1675,EUR,0.0594,-0.0347,0.1086,10/23/2019,ACU7,-0.0297,Luxembourg,0.0037,-0.1562,3/21/2023,Currency unhedged,Yes,No
LU2206597804,A2P93H,UBS ETF (LU) MSCI Europe Socially Responsible UCITS ETF (EUR) A-acc,UBS ETF,12.9,10.85,13.2,0.0616,0.0018,0.1667,EUR,0.0598,-0.0297,0.1213,2/26/2021,UIW1,-0.0023,Luxembourg,0.0095,-0.1371,3/21/2023,Currency unhedged,Yes,No
LU2206597713,A2P93G,UBS ETF (LU) MSCI Europe Socially Responsible UCITS ETF (EUR) A-dis,UBS ETF,12.32,10.45,12.8,0.0611,0.0018,0.1671,EUR,0.0602,-0.0301,0.1211,2/26/2021,UIW2,-0.0017,Luxembourg,0.0099,-0.1371,3/21/2023,Currency unhedged,Yes,No
LU2206598109,A2P93L,UBS ETF (LU) MSCI Europe Socially Responsible UCITS ETF (hedged to EUR) A-acc,UBS ETF,12.69,10.69,13.09,0.0454,0.0023,0.1632,EUR Hedged,0.0463,-0.0446,0.1098,2/26/2021,UIW3,-0.0119,Luxembourg,-0.0048,-0.134,3/21/2023,Currency hedged,Yes,No
LU1753045332,A2PFV1,BNP Paribas Easy MSCI Europe SRI S-Series PAB 5% Capped UCITS ETF EUR Acc,BNP Paribas Easy,28.22,23.73,29.51,0.0615,0.0025,0.1707,EUR,0.0635,-0.0342,0.1047,2/15/2019,ASRR,-0.0408,Luxembourg,0.0054,-0.1704,3/21/2023,Currency unhedged,Yes,No
LU1753045415,A2JFSU,BNP Paribas Easy MSCI Europe SRI S-Series PAB 5% Capped UCITS ETF EUR Dis,BNP Paribas Easy,26.27,22.08,28.3,0.062,0.0025,0.1701,EUR,0.0642,-0.0338,0.1048,3/13/2018,ZSRI,-0.0403,Luxembourg,0.0058,-0.1705,3/21/2023,Currency unhedged,Yes,No
IE00B52VJ196,A1H7ZS,iShares MSCI Europe SRI UCITS ETF (Acc),iShares,58.77,49.95,60.4,0.0595,0.002,0.1668,EUR,0.0599,-0.0332,0.1077,2/25/2011,IUSK,-0.0238,Ireland,0.0047,-0.156,3/21/2023,Currency unhedged,Yes,No
IE00BGDPWW94,A2N9LL,iShares MSCI Europe SRI UCITS ETF EUR (Dist),iShares,6.66,5.68,7.04,0.0594,0.002,0.1672,EUR,0.0594,-0.0337,0.1086,12/6/2018,36B3,-0.0229,Ireland,0.0046,-0.1554,3/21/2023,Currency unhedged,Yes,No
IE00BMDBMG37,A2QFR1,iShares MSCI Europe SRI UCITS ETF USD (Acc),iShares,99.43,86.75,104.35,0.0484,0.002,0.1976,USD,0.0443,-0.0462,0.071,11/10/2020,AYE9,-0.0314,Ireland,-0.0332,-0.1528,3/17/2023,Currency unhedged,Yes,No
IE000CR424L6,A3CUTP,iShares MSCI Europe SRI UCITS ETF EUR Hedged (Dist),iShares,4.74,4.01,4.96,0.0588,0.0023,0.1633,EUR Hedged,0.0612,-0.0351,0.112,7/27/2021,CBUD,-0.019,Ireland,0.0043,-0.1513,3/21/2023,Currency hedged,Yes,No
IE00BKWQ0P07,A1191Y,SPDR MSCI Europe Utilities UCITS ETF,SPDR ETF,151.24,124.1,159.4,0.0382,0.0018,0.1784,EUR,0.0359,-0.0061,0.0579,12/5/2014,SPYU,0.0137,Ireland,0.0122,-0.0764,3/21/2023,Currency unhedged,Yes,Yes
LU0292104899,DBX1SU,Xtrackers MSCI Europe Utilities ESG Screened UCITS ETF 1C,Xtrackers,122.91,99.16,129.38,0.0532,0.002,0.1802,EUR,0.0505,-0.0002,0.0759,7/3/2007,XS6R,0.0114,Luxembourg,0.0202,-0.0966,3/21/2023,Currency unhedged,Yes,No
LU1681042518,A2H57R,Amundi ETF MSCI Europe Value Factor UCITS ETF EUR,Amundi ETF,244.67,214.98,268.04,0.0053,0.0023,0.1634,EUR,0.017,-0.0799,0.0589,4/18/2018,10A2,0.0048,Luxembourg,-0.0769,-0.0121,3/17/2023,Currency unhedged,Yes,No
IE00B3LK4Z20,A1JUK7,Invesco MSCI Europe Value UCITS ETF,Invesco,249.5,212.73,265.02,0.0175,0.0035,0.1623,EUR,0.0228,-0.0703,0.0812,3/15/2012,EMSV,0.0126,Ireland,-0.0193,-0.0142,3/21/2023,Currency unhedged,Yes,No
IE00BSPLC306,A12HU6,SPDR MSCI Europe Value UCITS ETF,SPDR ETF,41.52,35.89,44.07,0.0281,0.002,0.1611,EUR,0.0294,-0.064,0.0737,2/18/2015,ZPRW,-0.0073,Ireland,-0.0171,-0.0481,3/21/2023,Currency unhedged,Yes,No
FR0010655704,A0REJP,Amundi ETF MSCI France UCITS ETF,Amundi ETF,342.61,282.41,364.4,0.066,0.0025,0.1849,EUR,0.0691,-0.0573,0.1329,9/23/2008,X13J,0.0652,France,-0.0517,-0.0761,3/17/2023,Currency unhedged,Yes,No
IE00BP3QZJ36,A12ATD,iShares MSCI France UCITS ETF,iShares,50.18,40.17,51.9,0.0828,0.0025,0.1842,EUR,0.0871,-0.041,0.1719,9/5/2014,IS3U,0.0845,Ireland,0.0038,-0.0718,3/21/2023,Currency unhedged,Yes,Yes
IE00BQXKVQ19,A12B98,Xtrackers MSCI GCC Select Swap UCITS ETF 1C,Xtrackers,20.94,20.68,29.29,-0.0447,0.0065,0.1818,USD,-0.0456,-0.0341,-0.1839,2/5/2015,XGLF,-0.1858,Ireland,-0.0104,0.0087,3/21/2023,Currency unhedged,Yes,No
DE000ETFL540,ETFL54,Deka MSCI Germany Climate Change ESG UCITS ETF,Deka ETFs,11.47,9.14,12.44,0.0551,0.002,0.2166,EUR,0.0671,-0.0544,0.1663,6/26/2020,D6RT,-0.0734,Germany,-0.0062,-0.2371,3/21/2023,Currency unhedged,Yes,No
FR0010405431,LYX0BF,Lyxor MSCI Greece UCITS ETF - Dist,Lyxor ETF,1.12,0.82,1.21,0.1111,0.0045,0.2092,EUR,0.1224,-0.0833,0.2222,1/5/2007,LYMH,0.2116,France,-0.0179,0.0244,3/21/2023,Currency unhedged,Yes,No
LU1681043169,A2H57H,Amundi ETF MSCI India UCITS ETF USD,Amundi ETF,665.03,660.59,823.47,-0.0811,0.008,0.1601,USD,-0.1031,-0.0366,-0.1774,4/18/2018,10A3,-0.1071,Luxembourg,-0.0036,-0.0353,3/21/2023,Currency unhedged,Yes,No
LU1681043086,A2H57G,Amundi MSCI India UCITS ETF EUR (C),Amundi ETF,661.85,661.42,829.36,-0.0856,0.008,0.1738,EUR,-0.1047,-0.0408,-0.1813,4/18/2018,18MK,-0.1088,Luxembourg,-0.0068,-0.0319,3/21/2023,Currency unhedged,Yes,No
IE00BZCQB185,A2AFCY,iShares MSCI India UCITS ETF USD (Acc),iShares,6.11,6.11,7.61,-0.0863,0.0065,0.1628,USD,-0.1089,-0.0436,-0.1813,5/24/2018,QDV5,-0.0957,Ireland,-0.0113,-0.0289,3/21/2023,Currency unhedged,Yes,No
FR0010361683,LYX0BA,Lyxor MSCI India UCITS ETF - Acc (EUR),Lyxor ETF,20.92,20.92,26.37,-0.0876,0.0085,0.1755,EUR,-0.107,-0.0428,-0.1839,10/25/2006,LYMD,-0.1096,France,-0.0085,-0.0343,3/21/2023,Currency unhedged,Yes,No
FR0010375766,LYX0BQ,Lyxor MSCI India UCITS ETF - Acc (USD),Lyxor ETF,21.14,20.95,26.19,-0.0919,0.0085,0.1604,USD,-0.1142,-0.0477,-0.188,12/12/2006,NK4G,-0.1104,France,-0.015,-0.0379,3/21/2023,Currency unhedged,Yes,No
LU0514695187,DBX0G0,Xtrackers MSCI India Swap UCITS ETF 1C,Xtrackers,13.29,13.29,16.66,-0.0912,0.0075,0.1614,USD,-0.1135,-0.0471,-0.187,6/24/2010,XCS5,-0.1171,Luxembourg,-0.0148,-0.0355,3/21/2023,Currency unhedged,Yes,No
IE00B46G8275,A1H8BN,HSBC MSCI Indonesia UCITS ETF USD,HSBC ETF,74.35,69.98,85.22,-0.0079,0.005,0.1741,USD,-0.0171,-0.0456,-0.1256,3/28/2011,H4ZT,-0.0239,Ireland,-0.0117,0.0944,3/21/2023,Currency unhedged,Yes,Yes
LU1900065811,LYX019,Lyxor MSCI Indonesia UCITS ETF - Acc,Lyxor ETF,133.5,126.8,154.53,-0.0009,0.0045,0.1807,EUR,-0.007,-0.0382,-0.1194,7/4/2011,LYXI,-0.014,Luxembourg,-0.0027,0.0984,3/21/2023,Currency unhedged,Yes,No
LU0476289623,DBX0EU,Xtrackers MSCI Indonesia Swap UCITS ETF 1C,Xtrackers,14.42,13.65,16.66,-0.0049,0.0065,0.1769,USD,-0.0145,-0.0429,-0.1233,3/2/2010,XAIN,-0.0219,Luxembourg,-0.0083,0.092,3/21/2023,Currency unhedged,Yes,No
DE000ETFL300,ETFL30,Deka MSCI Japan UCITS ETF,Deka ETFs,8.37,7.88,9.21,0.0121,0.005,0.1795,JPY,0.0012,-0.0267,0.0055,6/9/2009,EL44,-0.0559,Germany,-0.0256,-0.1216,3/21/2023,Currency unhedged,Yes,Yes
IE00B5VX7566,A1CXGS,HSBC MSCI Japan UCITS ETF USD,HSBC ETF,30.33,28.7,33.19,0.0254,0.0019,0.1924,USD,0.0052,-0.0159,0.0206,3/23/2010,H4ZC,-0.0422,Ireland,-0.0184,-0.116,3/21/2023,Currency unhedged,Yes,Yes
IE00B60SX287,A0RGCR,Invesco MSCI Japan UCITS ETF,Invesco,59.89,55.68,64.28,0.025,0.0019,0.196,USD,0.005,-0.0159,0.0201,4/2/2009,SC0I,-0.0432,Ireland,-0.0185,-0.117,3/21/2023,Currency unhedged,Yes,No
IE00B02KXH56,A0DK60,iShares MSCI Japan UCITS ETF (Dist),iShares,13.22,12.51,14.49,0.0242,0.0059,0.1897,USD,0.0042,-0.0163,0.0187,10/1/2004,IQQJ,-0.0463,Ireland,-0.0185,-0.1229,3/21/2023,Currency unhedged,Yes,Yes
IE00B53QDK08,A0YEDV,iShares MSCI Japan UCITS ETF USD (Acc),iShares,147.21,137.06,158.28,0.0245,0.0048,0.1897,USD,0.0044,-0.016,0.0192,1/11/2010,SXR5,-0.045,Ireland,-0.0186,-0.1214,3/21/2023,Currency unhedged,Yes,Yes
LU1781541252,LYX0YC,Lyxor Core MSCI Japan (DR) UCITS ETF - Acc,Lyxor ETF,13.16,12.2,14.15,0.0249,0.0012,0.1762,JPY,0.0146,-0.0157,0.0193,2/28/2018,LCUJ,-0.0408,Luxembourg,-0.023,-0.1193,3/21/2023,Currency unhedged,Yes,No
LU2090063673,LYX05A,Lyxor Core MSCI Japan (DR) UCITS ETF - Dist,Lyxor ETF,54.43,50.91,60.09,0.025,0.0012,0.1996,JPY,0.0149,-0.0155,0.0196,9/17/2020,NADA,-0.0408,Luxembourg,-0.0224,-0.1193,3/21/2023,Currency unhedged,Yes,No
IE00BZ0G8B96,A143DA,SPDR MSCI Japan UCITS ETF,SPDR ETF,44.12,40.92,47.45,0.0248,0.0012,0.1784,JPY,0.0145,-0.0158,0.0194,11/30/2015,ZPDJ,-0.041,Ireland,-0.0226,-0.1162,3/21/2023,Currency unhedged,Yes,No
LU0136240974,794361,UBS ETF (LU) MSCI Japan UCITS ETF (JPY) A-dis,UBS ETF,41.64,38.97,45.67,0.0238,0.0019,0.1781,JPY,0.0137,-0.0165,0.0184,10/30/2001,UIM5,-0.0413,Luxembourg,-0.0235,-0.1186,3/21/2023,Currency unhedged,Yes,Yes
LU0274209740,DBX1MJ,Xtrackers MSCI Japan UCITS ETF 1C,Xtrackers,59.46,55.27,63.79,0.0251,0.002,0.1928,USD,0.0051,-0.0159,0.0204,1/9/2007,DBXJ,-0.0425,Luxembourg,-0.0185,-0.1185,3/21/2023,Currency unhedged,Yes,Yes
IE00B8J37J31,A1J78Y,iShares MSCI Japan CHF Hedged UCITS ETF (Acc),iShares,63.66,56.3,66.96,0.0353,0.0064,0.1576,CHF Hedged,0.002,-0.0153,-0.0139,11/30/2012,36BH,0.0959,Ireland,-0.0384,-0.005,3/17/2023,Currency hedged,Yes,Yes
IE00B42Z5J44,A1C5E6,iShares MSCI Japan EUR Hedged UCITS ETF (Acc),iShares,59.69,55.18,63.23,0.0299,0.0064,0.1559,EUR Hedged,0.021,-0.0296,0.007,9/30/2010,IBCG,0.031,Ireland,-0.0301,-0.0532,3/21/2023,Currency hedged,Yes,Yes
LU2133056387,LYX03F,Lyxor Core MSCI Japan (DR) UCITS ETF - Daily Hedged to EUR - Dist,Lyxor ETF,18.65,17.66,19.79,0.0289,0.002,0.2033,EUR Hedged,0.0266,-0.0309,0,9/17/2020,JNHD,0.0185,Luxembourg,-0.0359,-0.0639,3/21/2023,Currency hedged,Yes,No
IE00BZ0G8C04,A143DB,SPDR MSCI Japan EUR Hedged UCITS ETF,SPDR ETF,45.41,41.86,48.11,0.0302,0.0017,0.176,EUR Hedged,0.0279,-0.0306,0.006,11/30/2015,ZPDW,0.0309,Ireland,-0.0364,-0.0535,3/21/2023,Currency hedged,Yes,No
LU1169822266,A14MFB,UBS ETF (LU) MSCI Japan UCITS ETF (hedged to EUR) A-acc,UBS ETF,17.81,16.43,18.9,0.0291,0.0029,0.1777,EUR Hedged,0.0273,-0.0312,0.0057,6/25/2020,UFMA,0.0321,Luxembourg,-0.0365,-0.0503,3/21/2023,Currency hedged,Yes,Yes
LU0659580079,DBX0KT,Xtrackers MSCI Japan UCITS ETF 4C EUR hedged,Xtrackers,25.28,23.39,26.84,0.03,0.004,0.1758,EUR Hedged,0.0274,-0.0313,0.0052,5/15/2012,XMK9,0.0287,Luxembourg,-0.0365,-0.054,3/21/2023,Currency hedged,Yes,Yes
IE00BCLWRG39,A1W2ES,iShares MSCI Japan USD Hedged UCITS ETF (Acc),iShares,44.52,40.73,47.92,0.0347,0.0064,0.1588,USD Hedged,0.0202,-0.0282,-0.0427,9/30/2013,IS30,0.0925,Ireland,-0.0267,0.0352,3/21/2023,Currency hedged,Yes,Yes
LU0927735406,DBX0NT,Xtrackers MSCI Japan UCITS ETF 2D USD hedged,Xtrackers,25.94,23.74,27.98,0.0369,0.004,0.166,USD Hedged,0.0221,-0.0282,-0.0419,6/10/2013,XMUJ,0.0928,Luxembourg,-0.0264,0.0318,3/21/2023,Currency hedged,Yes,Yes
DE000ETFL318,ETFL31,Deka MSCI Japan Climate Change ESG UCITS ETF,Deka ETFs,7.89,7.39,8.7,0.0233,0.0025,0.1768,EUR,0.0064,-0.0113,0.0102,6/9/2009,EL45,-0.0507,Germany,-0.0138,-0.1423,3/21/2023,Currency unhedged,Yes,No
IE000UU299V4,A3C55Q,HSBC MSCI Japan Climate Paris Aligned UCITS ETF,HSBC ETF,12.26,11.19,13.4,0.032,0.0018,0.1951,USD,0.0099,0.0074,0.0091,11/10/2021,HJAP,-0.0584,Ireland,-0.0008,-0.1902,3/21/2023,Currency unhedged,Yes,No
IE00BQQPV184,A3C9EU,SPDR MSCI Japan Climate Paris Aligned UCITS ETF JPY Unhedged,SPDR ETF,7.22,6.62,7.93,0.0284,0.0012,0.1907,JPY,0.0154,0.0042,0.0042,3/4/2022,SPF6,-0.061,Ireland,-0.0082,,3/21/2023,Currency unhedged,Yes,No
IE00BN4Q0X77,A2QNQP,UBS ETF (IE) MSCI Japan Climate Paris Aligned UCITS ETF (JPY) A-acc,UBS ETF,12.04,11.02,13.2,0.0291,0.0016,0.1888,JPY,0.0169,0.005,0.005,3/11/2021,AW15,-0.0594,Ireland,-0.0074,-0.1931,3/21/2023,Currency unhedged,Yes,No
IE000JHYO4T6,A3DE9T,UBS ETF (IE) MSCI Japan Climate Paris Aligned UCITS ETF (hedged to EUR) A-acc,UBS ETF,12.56,11.45,13.23,0.034,0.0021,,EUR Hedged,0.0289,-0.0111,-0.0095,5/6/2022,AW1Q,,Ireland,-0.022,,3/21/2023,Currency hedged,Yes,No
LU2300294746,A2QQC6,Amundi MSCI Japan ESG Climate Net Zero Ambition CTB UCITS ETF Dist,Amundi ETF,42.29,39.44,45.89,0.0254,0.0015,0.1769,JPY,0.0151,-0.0144,0.0144,3/30/2021,JUPI,-0.0509,Luxembourg,-0.0208,-0.1294,3/21/2023,Currency unhedged,Yes,Yes
LU1602144732,A2DR4P,Amundi MSCI Japan ESG Climate Net Zero Ambition CTB UCITS ETF DR EUR (C),Amundi ETF,215.58,200.21,232.41,0.0241,0.0045,0.1799,EUR,0.0139,-0.0146,0.0179,2/14/2018,J1GR,-0.0434,Luxembourg,-0.0207,-0.1184,3/21/2023,Currency unhedged,Yes,Yes
LU1602144815,A2DR4Q,Amundi MSCI Japan ESG Climate Net Zero Ambition CTB UCITS ETF DR JPY,Amundi ETF,216.63,200.21,232.41,0.0285,0.0045,0.178,JPY,0.0182,-0.0104,0.0222,2/14/2018,ACU8,-0.0394,Luxembourg,-0.0166,-0.1184,3/21/2023,Currency unhedged,Yes,Yes
LU2490201840,A3DNJF,Amundi MSCI Japan ESG Climate Net Zero Ambition CTB UCITS ETF Hedged EUR (C),Amundi ETF,49.55,46.89,52.61,0.0276,0.002,,EUR Hedged,0.025,-0.0323,-0.0024,8/23/2022,AHYZ,,Luxembourg,-0.0368,,3/21/2023,Currency hedged,Yes,Yes
IE000I8IKC59,A3CYEY,Invesco MSCI Japan ESG Climate Paris Aligned UCITS ETF Acc,Invesco,3.6,3.31,3.93,0.0286,0.0019,0.1956,USD,0.0056,0.0028,0.0056,12/6/2021,PAUJ,-0.0601,Ireland,-0.0055,-0.1784,3/21/2023,Currency unhedged,Yes,No
IE00BHZPJ452,A2PCB2,iShares MSCI Japan ESG Enhanced UCITS ETF USD (Acc),iShares,5.19,4.82,5.6,0.0256,0.0015,0.1894,USD,0.0058,-0.0133,0.0216,4/16/2019,EDMJ,-0.0476,Ireland,-0.017,-0.1274,3/21/2023,Currency unhedged,Yes,No
IE00BHZPJ346,A2PDNT,iShares MSCI Japan ESG Enhanced UCITS ETF USD (Dist),iShares,4.93,4.6,5.4,0.0292,0.0015,0.1915,USD,0.0082,-0.01,0.0258,3/8/2019,EMNJ,-0.0445,Ireland,-0.014,-0.1232,3/21/2023,Currency unhedged,Yes,No
LU1291102447,A2ADB6,BNP Paribas Easy MSCI Japan ESG Filtered Min TE UCITS ETF,BNP Paribas Easy,11.72,10.94,12.62,0.0209,0.0015,0.1799,EUR,0.0174,-0.0225,0.0182,2/26/2016,EJAP,-0.025,Luxembourg,-0.0472,-0.1094,3/16/2023,Currency unhedged,Yes,No
LU1481203070,A2DJG1,BNP Paribas Easy MSCI Japan ESG Filtered Min TE UCITS ETF EUR Hedged,BNP Paribas Easy,12.03,11.23,12.87,0.0282,0.0015,0.1564,EUR Hedged,-0.0058,-0.0361,0.0092,5/17/2017,EJAH,0.0608,Luxembourg,-0.0653,-0.0472,3/16/2023,Currency hedged,Yes,No
IE00BFNM3L97,A2N6TF,iShares MSCI Japan ESG Screened UCITS ETF USD (Acc),iShares,4.99,4.64,5.37,0.0267,0.0015,0.1918,USD,0.006,-0.0138,0.0204,10/19/2018,SGAJ,-0.044,Ireland,-0.0177,-0.1225,3/21/2023,Currency unhedged,Yes,No
IE00BFNM3M05,A2N6TG,iShares MSCI Japan ESG Screened UCITS ETF USD (Dist),iShares,4.64,4.35,5.09,0.0265,0.0015,0.1898,USD,0.0065,-0.0149,0.0203,10/19/2018,SODJ,-0.044,Ireland,-0.0169,-0.1235,3/21/2023,Currency unhedged,Yes,No
IE00BNC0MD55,A3CM9V,UBS ETF (IE) MSCI Japan ESG Universal Low Carbon Select UCITS ETF (JPY) A-acc,UBS ETF,6.87,6.38,7.42,0.0238,0.0017,0.1805,JPY,0.0133,-0.0143,0.0178,7/21/2021,AW1I,-0.0458,Ireland,-0.0214,-0.1274,3/21/2023,Currency unhedged,Yes,No
IE00BMDBMV87,A2QGU3,Invesco MSCI Japan ESG Universal Screened UCITS ETF Acc,Invesco,33.76,31.29,36.27,0.0277,0.0019,0.1946,USD,0.0081,-0.012,0.0252,1/8/2021,ESGJ,-0.0455,Ireland,-0.0143,-0.1221,3/21/2023,Currency unhedged,Yes,No
IE00B4L5YX21,A0RPWL,iShares Core MSCI Japan IMI UCITS ETF,iShares,41.17,38.11,43.79,0.0218,0.0015,0.1865,USD,0.0054,-0.0151,0.0195,9/25/2009,EUNN,-0.0374,Ireland,-0.0195,-0.1097,3/21/2023,Currency unhedged,Yes,Yes
IE00BFM15T99,A2N8RU,iShares Core MSCI Japan IMI UCITS ETF USD (Dist),iShares,4.82,4.49,5.16,0.0372,0.0015,0.1828,USD,0.035,0,0.0284,12/6/2018,36B2,-0.0202,Ireland,-0.0223,-0.1061,3/17/2023,Currency unhedged,Yes,Yes
IE00BKT6FV49,A2PRG3,iShares Core MSCI Japan IMI UCITS ETF EUR Hedged (Acc),iShares,6.33,5.81,6.69,0.0377,0.002,0.1623,EUR Hedged,0.0064,-0.0186,0.0144,9/26/2019,AYEI,0.0498,Ireland,-0.0438,-0.0409,3/17/2023,Currency hedged,Yes,Yes
DE000ETFL102,ETFL10,Deka MSCI Japan Large Cap UCITS ETF,Deka ETFs,74.57,69.98,82.02,0.0142,0.005,0.1834,JPY,0.0035,-0.0277,0.0108,8/14/2008,EL4J,-0.0525,Germany,-0.0217,-0.1215,3/21/2023,Currency unhedged,Yes,Yes
IE00BG36TC12,A2JHSE,Xtrackers MSCI Japan ESG UCITS ETF 1C,Xtrackers,17.07,15.94,18.81,0.032,0.002,0.1901,USD,0.0083,0.0029,0.0167,4/24/2018,XZMJ,-0.0702,Ireland,-0.0058,-0.1564,3/21/2023,Currency unhedged,Yes,No
IE00BPVLQD13,A119J2,Xtrackers MSCI Japan ESG Screened UCITS ETF 1D,Xtrackers,12.6,11.8,14.1,0.0259,0.0015,0.1858,JPY,0.0161,-0.0141,0.0193,3/31/2015,XDNY,-0.0435,Ireland,-0.021,-0.1222,3/21/2023,Currency unhedged,Yes,Yes
